transaction_id,sender,receiver,amount,timestamp,is_suspicious
T0011251,A01468,A01098,2687.62,2026-01-01 03:31:00,0
T0011535,A00023,A00400,12029.32,2026-01-01 03:32:00,0
T0023219,A00598,A00105,627.52,2026-01-01 03:32:00,0
T0021386,A01135,A00554,4428.86,2026-01-01 03:35:00,0
T0016123,A00850,A00090,1011.2,2026-01-01 03:35:00,0
T0024766,A00971,A00476,3078.12,2026-01-01 03:39:00,0
T0019653,A01382,A01625,3082.83,2026-01-01 03:39:00,0
T0001533,A01181,A01509,2571.89,2026-01-01 03:40:00,0
T0012025,A00320,A01687,4872.07,2026-01-01 03:52:00,0
T0011425,A00618,A00909,2058.97,2026-01-01 04:06:00,0
T0022938,A00526,A01201,2251.52,2026-01-01 04:08:00,0
T0015029,A01727,A00809,5172.58,2026-01-01 04:14:00,0
T0019502,A00334,A01987,555.14,2026-01-01 04:16:00,0
T0001052,A01808,A00929,4885.52,2026-01-01 04:16:00,0
T0008578,A00899,A00388,312.38,2026-01-01 04:21:00,0
T0009730,A01829,A00153,830.94,2026-01-01 04:24:00,0
T0013384,A00149,A01909,614.41,2026-01-01 04:25:00,0
T0001016,A01323,A01888,1553.99,2026-01-01 04:28:00,0
T0023005,A01597,A01315,240.13,2026-01-01 04:31:00,0
T0004766,A00311,A00105,913.19,2026-01-01 04:33:00,0
T0016084,A00737,A00491,1317.36,2026-01-01 04:35:00,0
T0021457,A00182,A01753,4172.01,2026-01-01 04:39:00,0
T0020559,A01738,A00066,3570.86,2026-01-01 04:41:00,0
T0018273,A01652,A01857,1210.63,2026-01-01 04:46:00,0
T0004853,A00489,A00813,3459.49,2026-01-01 04:54:00,0
T0005509,A00747,A01565,2586.97,2026-01-01 04:55:00,0
T0009496,A01334,A01715,10330.2,2026-01-01 05:01:00,0
T0011709,A01449,A00464,2701.04,2026-01-01 05:02:00,0
T0015845,A01128,A01652,7052.22,2026-01-01 05:09:00,0
T0009055,A00760,A01165,1494.76,2026-01-01 05:17:00,0
T0017864,A01372,A00853,888.94,2026-01-01 05:18:00,0
T0000316,A00459,A00054,5895.55,2026-01-01 05:20:00,0
T0012713,A00300,A00230,7095.08,2026-01-01 05:20:00,0
T0009232,A00394,A01433,3193.61,2026-01-01 05:26:00,0
T0017716,A00981,A00494,9518.12,2026-01-01 05:30:00,0
T0020951,A01117,A01277,3008.95,2026-01-01 05:31:00,0
T0014037,A00026,A00178,2031.48,2026-01-01 05:32:00,0
T0020125,A01206,A00597,12296.59,2026-01-01 05:34:00,0
T0021795,A00214,A00755,474.32,2026-01-01 05:38:00,0
T0020790,A00121,A00912,2217.36,2026-01-01 05:41:00,0
T0015935,A01628,A00654,8962.46,2026-01-01 05:44:00,0
T0007826,A00243,A00831,2810.64,2026-01-01 05:47:00,0
T0016806,A00148,A00594,25975.07,2026-01-01 05:48:00,0
T0011064,A01694,A00262,10625.69,2026-01-01 05:49:00,0
T0018913,A01026,A00666,990.2,2026-01-01 05:49:00,0
T0002977,A00428,A00344,1278.81,2026-01-01 05:50:00,0
T0022848,A01019,A01783,2141.9,2026-01-01 05:56:00,0
T0005881,A00945,A00889,11997.53,2026-01-01 05:58:00,0
T0014553,A00872,A01185,7050.9,2026-01-01 05:59:00,0
T0008880,A00769,A01889,345.0,2026-01-01 06:03:00,0
T0008749,A00503,A01286,2185.51,2026-01-01 06:04:00,0
T0008248,A00890,A00617,87324.2,2026-01-01 06:05:00,0
T0019328,A00195,A01257,9132.24,2026-01-01 06:06:00,0
T0005175,A01227,A00100,18059.55,2026-01-01 06:06:00,0
T0012461,A01083,A00472,26482.27,2026-01-01 06:09:00,0
T0006082,A01108,A01958,10110.15,2026-01-01 06:13:00,0
T0010587,A00327,A00304,4111.95,2026-01-01 06:22:00,0
T0022780,A00644,A01371,20908.08,2026-01-01 06:23:00,0
T0024964,A01159,A01908,524.62,2026-01-01 06:30:00,0
T0017734,A00595,A00205,4205.44,2026-01-01 06:33:00,0
T0023842,A01496,A01557,12377.45,2026-01-01 06:36:00,0
T0015364,A01626,A00888,701.07,2026-01-01 06:36:00,0
T0021364,A00023,A01010,2695.66,2026-01-01 06:39:00,0
T0020138,A00947,A01879,1847.99,2026-01-01 06:43:00,0
T0001483,A01651,A00205,1998.92,2026-01-01 06:44:00,0
T0002346,A00589,A01502,1846.71,2026-01-01 06:47:00,0
T0019011,A00283,A00213,2293.5,2026-01-01 06:56:00,0
T0020154,A01371,A01532,15565.84,2026-01-01 06:57:00,0
T0014240,A00722,A00542,1872.59,2026-01-01 07:01:00,0
T0003042,A01529,A01724,1658.17,2026-01-01 07:02:00,0
T0014646,A00892,A01717,8339.0,2026-01-01 07:03:00,0
T0018932,A00260,A00045,1450.75,2026-01-01 07:04:00,0
T0014789,A00852,A00333,3058.48,2026-01-01 07:05:00,0
T0012921,A01823,A01877,4470.43,2026-01-01 07:07:00,0
T0020010,A01331,A00469,6653.84,2026-01-01 07:10:00,0
T0021069,A01858,A01074,3235.39,2026-01-01 07:12:00,0
T0014940,A01750,A01342,2253.04,2026-01-01 07:12:00,0
T0000052,A01106,A00462,1514.86,2026-01-01 07:13:00,0
T0019275,A00927,A00313,367.35,2026-01-01 07:14:00,0
T0004880,A01747,A01919,8052.86,2026-01-01 07:16:00,0
T0003261,A00819,A00590,3121.29,2026-01-01 07:17:00,0
T0024873,A01415,A01412,2362.22,2026-01-01 07:18:00,0
T0005038,A01017,A01082,15121.68,2026-01-01 07:21:00,0
T0003951,A00012,A00780,1294.29,2026-01-01 07:28:00,0
T0009763,A01795,A00010,4126.81,2026-01-01 07:29:00,0
T0008023,A01070,A01525,1152.06,2026-01-01 07:33:00,0
T0021131,A01853,A00563,2691.79,2026-01-01 07:35:00,0
T0013453,A01182,A00716,3232.87,2026-01-01 07:37:00,0
T0019808,A00020,A00291,8429.07,2026-01-01 07:38:00,0
T0006300,A01875,A00373,2388.45,2026-01-01 07:39:00,0
T0022128,A00563,A00149,2431.38,2026-01-01 07:42:00,0
T0020457,A01311,A00957,1074.12,2026-01-01 07:44:00,0
T0010271,A00233,A01489,2017.45,2026-01-01 07:45:00,0
T0001827,A00423,A00376,12221.26,2026-01-01 07:51:00,0
T0016753,A00175,A00535,1605.22,2026-01-01 07:51:00,0
T0007644,A01283,A01976,7671.84,2026-01-01 07:51:00,0
T0012748,A00028,A00904,3449.59,2026-01-01 07:52:00,0
T0011045,A01416,A00474,7040.36,2026-01-01 07:53:00,0
T0019658,A01811,A01834,274.51,2026-01-01 07:55:00,0
T0002095,A00538,A01066,2763.45,2026-01-01 08:01:00,0
T0001133,A01015,A00449,4691.63,2026-01-01 08:04:00,0
T0009122,A00494,A01988,5893.67,2026-01-01 08:05:00,0
T0013958,A00823,A00025,14091.89,2026-01-01 08:09:00,0
T0010293,A01575,A00937,2504.22,2026-01-01 08:10:00,0
T0011813,A00921,A01723,14296.81,2026-01-01 08:11:00,0
T0007931,A00807,A00927,11452.18,2026-01-01 08:17:00,0
T0022655,A01217,A00289,1154.21,2026-01-01 08:32:00,0
T0012226,A01634,A00959,766.43,2026-01-01 08:34:00,0
T0015598,A01664,A01797,8570.16,2026-01-01 08:34:00,0
T0014795,A01166,A00582,3572.83,2026-01-01 08:39:00,0
T0004357,A00212,A01178,2155.83,2026-01-01 08:49:00,0
T0009610,A01587,A01700,3387.77,2026-01-01 08:53:00,0
T0012582,A00017,A01321,2706.32,2026-01-01 08:53:00,0
T0018207,A00099,A00520,4056.04,2026-01-01 08:57:00,0
T0000676,A00434,A01195,981.84,2026-01-01 09:00:00,0
T0002139,A01378,A00494,687.1,2026-01-01 09:04:00,0
T0024793,A00144,A00976,2523.43,2026-01-01 09:04:00,0
T0019150,A01414,A00320,3201.04,2026-01-01 09:16:00,0
T0017108,A00586,A01343,8767.87,2026-01-01 09:17:00,0
T0011597,A01308,A00169,37174.31,2026-01-01 09:18:00,0
T0001017,A01246,A00975,1837.41,2026-01-01 09:20:00,0
T0010149,A01779,A00426,2011.83,2026-01-01 09:23:00,0
T0009698,A01370,A01776,9932.6,2026-01-01 09:24:00,0
T0010056,A00873,A00410,2386.12,2026-01-01 09:29:00,0
T0010033,A00760,A01845,1734.89,2026-01-01 09:32:00,0
T0012670,A00508,A01374,2661.5,2026-01-01 09:32:00,0
T0008948,A01955,A00407,4157.88,2026-01-01 09:32:00,0
T0022555,A01266,A00058,3203.67,2026-01-01 09:33:00,0
T0018900,A00232,A00385,2264.63,2026-01-01 09:34:00,0
T0008065,A00795,A00148,3262.7,2026-01-01 09:38:00,0
T0016166,A00211,A00648,2910.64,2026-01-01 09:42:00,0
T0011760,A00013,A00964,3191.37,2026-01-01 09:48:00,0
T0022364,A00480,A00922,1510.3,2026-01-01 09:53:00,0
T0021522,A01007,A00825,12618.76,2026-01-01 09:53:00,0
T0017920,A01974,A01795,461.35,2026-01-01 09:59:00,0
T0000122,A00712,A00857,12122.21,2026-01-01 09:59:00,0
T0022333,A00872,A01665,2998.06,2026-01-01 10:09:00,0
T0024681,A00020,A01554,2438.61,2026-01-01 10:17:00,0
T0003890,A01892,A00594,5960.19,2026-01-01 10:21:00,0
T0016928,A01280,A00577,1765.72,2026-01-01 10:22:00,0
T0010437,A01365,A01287,2102.2,2026-01-01 10:27:00,0
T0012842,A01571,A01878,3950.44,2026-01-01 10:28:00,0
T0007822,A00227,A01253,1818.58,2026-01-01 10:32:00,0
T0015438,A01746,A00510,3297.12,2026-01-01 10:36:00,0
T0015788,A00454,A00883,892.85,2026-01-01 10:38:00,0
T0015376,A00692,A01944,9484.57,2026-01-01 10:40:00,0
T0024459,A00284,A01316,1116.11,2026-01-01 10:41:00,0
T0005795,A01686,A00402,2680.63,2026-01-01 10:43:00,0
T0016917,A00772,A01936,3437.17,2026-01-01 10:43:00,0
T0018120,A00720,A00974,5939.51,2026-01-01 10:44:00,0
T0009153,A01910,A00606,5300.53,2026-01-01 10:47:00,0
T0015535,A00290,A00341,20895.82,2026-01-01 10:48:00,0
T0005331,A01835,A01135,2310.12,2026-01-01 10:49:00,0
T0009902,A00972,A01758,975.23,2026-01-01 10:49:00,0
T0018488,A00626,A00040,2624.1,2026-01-01 10:50:00,0
T0005202,A01874,A01083,3461.5,2026-01-01 10:51:00,0
T0019322,A00115,A01573,23393.51,2026-01-01 10:55:00,0
T0002194,A01228,A01119,3603.66,2026-01-01 10:57:00,0
T0009757,A01717,A00455,1815.82,2026-01-01 11:07:00,0
T0008787,A00134,A01890,2210.4,2026-01-01 11:13:00,0
T0001726,A00724,A00219,1744.17,2026-01-01 11:15:00,0
T0020501,A00023,A01334,6157.9,2026-01-01 11:17:00,0
T0013234,A00686,A01228,11050.1,2026-01-01 11:22:00,0
T0000883,A00610,A01172,8468.94,2026-01-01 11:23:00,0
T0004968,A00488,A00835,2220.63,2026-01-01 11:32:00,0
T0023347,A00304,A01360,1543.6,2026-01-01 11:34:00,0
T0001616,A01423,A00368,4018.86,2026-01-01 11:37:00,0
T0023563,A00102,A00014,1994.01,2026-01-01 11:40:00,0
T0019775,A00801,A00742,2970.03,2026-01-01 11:52:00,0
T0018802,A01803,A00012,870.01,2026-01-01 11:53:00,0
T0021459,A01298,A00293,2397.75,2026-01-01 12:03:00,0
T0019363,A01081,A00678,1089.74,2026-01-01 12:06:00,0
T0014107,A01229,A01325,4757.96,2026-01-01 12:08:00,0
T0002923,A01226,A00832,2795.63,2026-01-01 12:10:00,0
T0005672,A00141,A00426,1570.09,2026-01-01 12:10:00,0
T0018782,A01790,A01856,8177.19,2026-01-01 12:11:00,0
T0008588,A01028,A01761,1480.89,2026-01-01 12:11:00,0
T0003006,A01077,A00399,4846.62,2026-01-01 12:15:00,0
T0006558,A00729,A00500,5915.26,2026-01-01 12:16:00,0
T0016566,A01486,A01222,1376.54,2026-01-01 12:18:00,0
T0018706,A01723,A01813,27086.28,2026-01-01 12:26:00,0
T0015871,A00015,A01431,4497.87,2026-01-01 12:27:00,0
T0022279,A00575,A00963,2376.56,2026-01-01 12:30:00,0
T0016857,A00364,A00320,5138.99,2026-01-01 12:38:00,0
T0008406,A00455,A00782,23203.85,2026-01-01 12:38:00,0
T0000688,A01216,A01347,6069.07,2026-01-01 12:40:00,0
T0010015,A00282,A00644,3107.4,2026-01-01 12:41:00,0
T0006344,A00161,A01133,3077.15,2026-01-01 12:46:00,0
T0010561,A01656,A00363,5495.04,2026-01-01 12:50:00,0
T0013755,A01623,A00864,1285.56,2026-01-01 12:51:00,0
T0015850,A00369,A00063,18640.91,2026-01-01 12:53:00,0
T0008886,A01857,A00918,4182.89,2026-01-01 12:58:00,0
T0002444,A00257,A00825,1802.67,2026-01-01 13:00:00,0
T0024697,A01816,A01331,1864.36,2026-01-01 13:02:00,0
T0001378,A00905,A01289,1626.82,2026-01-01 13:12:00,0
T0012492,A00243,A00734,1002.74,2026-01-01 13:15:00,0
T0008561,A01510,A01872,6060.81,2026-01-01 13:16:00,0
T0014518,A00639,A01929,11328.81,2026-01-01 13:37:00,0
T0010036,A00945,A01126,2198.77,2026-01-01 13:39:00,0
T0005664,A01909,A01742,1830.54,2026-01-01 13:40:00,0
T0007745,A00970,A01708,1326.25,2026-01-01 13:44:00,0
T0019356,A01132,A00569,7346.64,2026-01-01 13:51:00,0
T0003493,A01177,A00601,1745.3,2026-01-01 13:52:00,0
T0005076,A01551,A01425,3106.61,2026-01-01 13:53:00,0
T0023975,A01019,A00700,9526.03,2026-01-01 13:58:00,0
T0001448,A01431,A00630,10283.37,2026-01-01 14:01:00,0
T0002459,A01286,A00636,4779.07,2026-01-01 14:05:00,0
T0011729,A01084,A01642,5074.7,2026-01-01 14:06:00,0
T0019564,A00339,A01129,834.5,2026-01-01 14:10:00,0
T0006565,A01262,A01899,6046.48,2026-01-01 14:11:00,0
T0020600,A00025,A00925,659.28,2026-01-01 14:21:00,0
T0000832,A01575,A01574,1092.1,2026-01-01 14:23:00,0
T0024396,A01290,A00780,11345.26,2026-01-01 14:24:00,0
T0014631,A01771,A00755,905.31,2026-01-01 14:39:00,0
T0012397,A00148,A01096,2526.46,2026-01-01 14:39:00,0
T0015501,A01355,A01425,8874.87,2026-01-01 14:40:00,0
T0008756,A01739,A01733,1812.9,2026-01-01 14:41:00,0
T0005641,A01551,A00978,1703.52,2026-01-01 14:41:00,0
T0020009,A00625,A00695,26026.85,2026-01-01 14:45:00,0
T0003793,A00644,A01766,2343.35,2026-01-01 14:48:00,0
T0009140,A00562,A00011,2976.13,2026-01-01 14:57:00,0
T0007920,A00681,A00484,11054.64,2026-01-01 14:57:00,0
T0015446,A00779,A00040,2224.76,2026-01-01 15:05:00,0
T0013719,A00522,A01107,647.05,2026-01-01 15:05:00,0
T0020008,A01065,A01524,2364.8,2026-01-01 15:06:00,0
T0008977,A00810,A01120,2832.07,2026-01-01 15:06:00,0
T0020770,A01047,A00027,11823.92,2026-01-01 15:07:00,0
T0013296,A00018,A00472,5254.08,2026-01-01 15:10:00,0
T0019789,A01907,A01236,3216.96,2026-01-01 15:13:00,0
T0008040,A01842,A01849,2434.9,2026-01-01 15:14:00,0
T0015919,A01951,A01224,1558.67,2026-01-01 15:25:00,0
T0012309,A00797,A00109,19868.46,2026-01-01 15:29:00,0
T0018047,A00669,A00380,1183.94,2026-01-01 15:35:00,0
T0019737,A01957,A01129,7167.86,2026-01-01 15:43:00,0
T0000109,A00165,A00013,2767.1,2026-01-01 15:46:00,0
T0001470,A01539,A01956,9863.85,2026-01-01 15:47:00,0
T0014206,A01351,A00583,923.82,2026-01-01 15:48:00,0
T0013005,A01959,A01522,1228.24,2026-01-01 15:50:00,0
T0001702,A01865,A01702,5623.57,2026-01-01 15:55:00,0
T0020268,A00781,A01633,1480.57,2026-01-01 15:55:00,0
T0019694,A00633,A00793,1541.6,2026-01-01 16:06:00,0
T0009129,A00820,A00271,8057.95,2026-01-01 16:11:00,0
T0008343,A00369,A01507,788.22,2026-01-01 16:13:00,0
T0004915,A01535,A01715,3682.68,2026-01-01 16:14:00,0
T0019953,A00964,A01622,1667.4,2026-01-01 16:14:00,0
T0001268,A00564,A00413,1428.63,2026-01-01 16:15:00,0
T0018121,A00393,A00520,2541.83,2026-01-01 16:15:00,0
T0015700,A00301,A00320,4097.61,2026-01-01 16:17:00,0
T0016717,A01096,A01113,5674.48,2026-01-01 16:30:00,0
T0024818,A00152,A00835,665.33,2026-01-01 16:37:00,0
T0005100,A00970,A00774,8339.59,2026-01-01 16:39:00,0
T0010165,A01927,A01874,4920.13,2026-01-01 16:43:00,0
T0009792,A01212,A00268,3569.94,2026-01-01 16:43:00,0
T0006118,A00776,A00994,5176.91,2026-01-01 16:46:00,0
T0014549,A00230,A00015,1838.15,2026-01-01 16:49:00,0
T0023821,A01431,A00365,11345.7,2026-01-01 16:50:00,0
T0014361,A00729,A01553,3705.28,2026-01-01 16:59:00,0
T0015949,A00659,A00671,19125.97,2026-01-01 16:59:00,0
T0013698,A00157,A00989,1139.38,2026-01-01 17:00:00,0
T0002762,A00171,A00311,7298.0,2026-01-01 17:00:00,0
T0018058,A00389,A00215,9966.36,2026-01-01 17:02:00,0
T0018977,A00263,A00406,11521.35,2026-01-01 17:06:00,0
T0013804,A00817,A00891,6287.84,2026-01-01 17:12:00,0
T0000770,A00104,A00683,6049.63,2026-01-01 17:12:00,0
T0000857,A01862,A00704,4776.27,2026-01-01 17:15:00,0
T0003084,A01289,A00734,2475.39,2026-01-01 17:15:00,0
T0007415,A00255,A01247,511.2,2026-01-01 17:17:00,0
T0017392,A01359,A01047,4408.48,2026-01-01 17:18:00,0
T0006733,A00045,A01096,1509.46,2026-01-01 17:18:00,0
T0011291,A00486,A01915,7524.38,2026-01-01 17:20:00,0
T0018674,A01442,A01834,493.49,2026-01-01 17:22:00,0
T0006959,A01215,A00954,3285.11,2026-01-01 17:22:00,0
T0023582,A00935,A00862,4420.3,2026-01-01 17:23:00,0
T0010168,A01814,A01478,1063.05,2026-01-01 17:25:00,0
T0006995,A00212,A01981,2213.06,2026-01-01 17:25:00,0
T0024500,A00003,A00330,3155.25,2026-01-01 17:29:00,0
T0008896,A00878,A00544,5066.18,2026-01-01 17:30:00,0
T0006541,A00684,A00671,205.5,2026-01-01 17:35:00,0
T0009471,A01791,A01409,14417.13,2026-01-01 17:38:00,0
T0014727,A01854,A01910,4306.24,2026-01-01 17:38:00,0
T0005699,A00772,A01512,5501.58,2026-01-01 17:43:00,0
T0021740,A00714,A00660,6598.15,2026-01-01 17:43:00,0
T0020245,A01233,A01785,488.76,2026-01-01 17:49:00,0
T0010428,A00338,A01500,9013.35,2026-01-01 17:53:00,0
T0020735,A01146,A01833,2467.89,2026-01-01 17:54:00,0
T0022028,A01668,A01660,780.95,2026-01-01 17:56:00,0
T0018741,A00967,A00716,1077.88,2026-01-01 17:58:00,0
T0010870,A01727,A01293,10923.74,2026-01-01 18:02:00,0
T0007631,A01004,A00438,1269.78,2026-01-01 18:04:00,0
T0019885,A00884,A00245,1110.71,2026-01-01 18:05:00,0
T0023935,A01074,A01586,1319.12,2026-01-01 18:06:00,0
T0002394,A00590,A00225,2742.33,2026-01-01 18:12:00,0
T0011757,A00235,A00874,16786.49,2026-01-01 18:13:00,0
T0008892,A00888,A01698,1169.31,2026-01-01 18:16:00,0
T0019035,A01238,A00906,3591.24,2026-01-01 18:19:00,0
T0023442,A01640,A00494,7595.79,2026-01-01 18:20:00,0
T0007671,A00193,A00476,397.46,2026-01-01 18:24:00,0
T0001027,A00792,A00362,3361.13,2026-01-01 18:25:00,0
T0015088,A01835,A00934,1711.07,2026-01-01 18:25:00,0
T0023175,A00041,A01796,1706.34,2026-01-01 18:26:00,0
T0004762,A01630,A01510,5836.84,2026-01-01 18:32:00,0
T0006681,A00853,A00704,3897.34,2026-01-01 18:38:00,0
T0001212,A01868,A00534,1453.3,2026-01-01 18:38:00,0
T0021399,A01010,A00876,5528.6,2026-01-01 18:45:00,0
T0008374,A01780,A00717,2479.25,2026-01-01 18:50:00,0
T0017577,A01229,A00593,4021.94,2026-01-01 18:56:00,0
T0010765,A01235,A00496,7577.17,2026-01-01 18:57:00,0
T0015229,A00099,A00890,2765.74,2026-01-01 19:01:00,0
T0004633,A00503,A01611,6889.57,2026-01-01 19:06:00,0
T0024416,A01225,A01425,1106.53,2026-01-01 19:10:00,0
T0004457,A01199,A01086,785.93,2026-01-01 19:20:00,0
T0001829,A01212,A01426,3037.68,2026-01-01 19:21:00,0
T0001728,A00823,A00726,4303.94,2026-01-01 19:21:00,0
T0017879,A00705,A00148,1116.45,2026-01-01 19:25:00,0
T0013220,A01070,A01676,8576.06,2026-01-01 19:26:00,0
T0007835,A00091,A00795,1306.82,2026-01-01 19:27:00,0
T0008649,A00745,A00509,967.58,2026-01-01 19:33:00,0
T0007327,A01286,A01303,4483.4,2026-01-01 19:43:00,0
T0017418,A01363,A00142,445.38,2026-01-01 19:49:00,0
T0011215,A01138,A00782,9062.98,2026-01-01 19:55:00,0
T0001575,A01505,A01333,2876.58,2026-01-01 19:57:00,0
T0015109,A01596,A00286,2144.38,2026-01-01 19:59:00,0
T0009861,A00661,A01643,4782.12,2026-01-01 19:59:00,0
T0004825,A00855,A00078,3794.24,2026-01-01 20:09:00,0
T0002940,A00856,A00817,8075.34,2026-01-01 20:13:00,0
T0021262,A01072,A01579,1706.54,2026-01-01 20:14:00,0
T0003544,A00363,A01156,11807.57,2026-01-01 20:15:00,0
T0007067,A01624,A00478,2426.57,2026-01-01 20:21:00,0
T0021283,A00758,A01609,1014.97,2026-01-01 20:23:00,0
T0016339,A01011,A01823,1203.05,2026-01-01 20:23:00,0
T0011633,A01756,A00124,4308.53,2026-01-01 20:30:00,0
T0001882,A01228,A00027,867.53,2026-01-01 20:31:00,0
T0010703,A01926,A01825,10638.11,2026-01-01 20:33:00,0
T0023429,A00250,A00043,5935.24,2026-01-01 20:35:00,0
T0011863,A01162,A00587,15323.18,2026-01-01 20:43:00,0
T0013123,A01798,A00585,2908.24,2026-01-01 20:59:00,0
T0008066,A00983,A01900,9551.1,2026-01-01 21:04:00,0
T0007787,A00120,A01859,1575.28,2026-01-01 21:07:00,0
T0001231,A01931,A01511,757.63,2026-01-01 21:08:00,0
T0006460,A00374,A01493,2037.01,2026-01-01 21:15:00,0
T0002358,A01391,A01557,504.6,2026-01-01 21:15:00,0
T0007810,A01463,A01752,5308.54,2026-01-01 21:15:00,0
T0023971,A01329,A01217,1474.69,2026-01-01 21:20:00,0
T0017538,A00210,A01552,4725.78,2026-01-01 21:25:00,0
T0014970,A01503,A01239,4619.42,2026-01-01 21:26:00,0
T0018555,A01949,A00441,4026.23,2026-01-01 21:32:00,0
T0007353,A00593,A00647,9690.16,2026-01-01 21:34:00,0
T0016908,A01924,A00514,4395.23,2026-01-01 21:35:00,0
T0007356,A01651,A00807,4048.63,2026-01-01 21:39:00,0
T0002086,A00796,A01685,1793.38,2026-01-01 21:41:00,0
T0000845,A00298,A01577,4877.81,2026-01-01 21:43:00,0
T0007723,A01194,A00063,3018.52,2026-01-01 21:47:00,0
T0016417,A00830,A01200,2436.28,2026-01-01 21:48:00,0
T0013042,A00778,A01246,16947.99,2026-01-01 22:11:00,0
T0007007,A00076,A00500,11538.6,2026-01-01 22:11:00,0
T0019215,A00210,A01152,2001.52,2026-01-01 22:13:00,0
T0003900,A00838,A01413,1709.37,2026-01-01 22:20:00,0
T0008140,A00513,A00278,1587.56,2026-01-01 22:28:00,0
T0000631,A00938,A00175,13760.4,2026-01-01 22:32:00,0
T0020297,A00244,A00495,23653.24,2026-01-01 22:36:00,0
T0010560,A00650,A00104,1922.87,2026-01-01 22:36:00,0
